KEGG.system,ksys.mod,KEGG.family,kfam.mod,KEGG.category,kcat.mod,KO,Desc
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis ,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],beta-Alanine metabolism ,K01918,panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],beta-Alanine metabolism ,K07250,gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],beta-Alanine metabolism ,K17723,preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K00259,ald; alanine dehydrogenase [EC:1.4.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K00260,"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K00625,pta; phosphate acetyltransferase [EC:2.3.1.8]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K00925,ackA; acetate kinase [EC:2.7.2.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K01580,"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K03851,tpa; taurine-pyruvate aminotransferase [EC:2.6.1.77]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K03852,xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K13788,pta; phosphate acetyltransferase [EC:2.3.1.8]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K15024,K15024; putative phosphotransacetylase [EC:2.3.1.8]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K15371,GDH2; glutamate dehydrogenase [EC:1.4.1.2]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K15515,sauS; sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism ,K19244,ala; alanine dehydrogenase [EC:1.4.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K03430,phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K05306,phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K05780,phnL; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06162,phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06163,phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06164,phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06165,phnH; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06166,phnG; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K06167,"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K09459,E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K09994,phnO; (aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K20859,"phnPP; phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase [EC:3.1.4.57]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00440 Phosphonate and phosphinate metabolism [PATH:ko00440],Phosphonate and phosphinate metabolism ,K23999,fom1; phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00384,"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00549,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00955,cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00956,cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00957,cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K00958,"sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01008,"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01042,selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01739,metB; cystathionine gamma-synthase [EC:2.5.1.48]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01758,CTH; cystathionine gamma-lyase [EC:4.4.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01760,metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01761,E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K01874,"MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K11717,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K12527,ygfK; putative selenate reductase [EC:1.97.1.9]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K12528,xdhD; putative selenate reductase molybdopterin-binding subunit
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K12529,ygfM; putative selenate reductase FAD-binding subunit
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K14155,"patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism ,K24042,yitJ; methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K00600,"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K01424,"E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K01455,E3.5.1.49; formamidase [EC:3.5.1.49]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K01501,E3.5.5.1; nitrilase [EC:3.5.5.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K01914,asnA; aspartate--ammonia ligase [EC:6.3.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K05349,bglX; beta-glucosidase [EC:3.2.1.21]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K05350,bglB; beta-glucosidase [EC:3.2.1.21]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],Cyanoamino acid metabolism ,K13051,"ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K00285,dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K00824,dat; D-alanine transaminase [EC:2.6.1.21]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01425,"glsA, GLS; glutaminase [EC:3.5.1.2]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01586,lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01753,dsdA; D-serine dehydratase [EC:4.3.1.18]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01775,alr; alanine racemase [EC:5.1.1.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01776,murI; glutamate racemase [EC:5.1.1.3]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01777,prdF; proline racemase [EC:5.1.1.4]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01778,dapF; diaminopimelate epimerase [EC:5.1.1.7]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01779,racD; aspartate racemase [EC:5.1.1.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01780,cntK; histidine racemase [EC:5.1.1.24]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01798,alr-murF; Alr-MurF fusion protein [EC:5.1.1.1 6.3.2.10]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01844,"kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01921,ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K01925,murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K03367,dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K05396,dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K10793,prdA; D-proline reductase (dithiol) PrdA [EC:1.21.4.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K10794,prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K13877,"aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K14188,dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K17898,"oraE; D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K17899,"oraS; D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K18011,"kamE; beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K19802,"ycjG, ykfB, dgcA; L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.-]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K21061,lhpB; D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K21062,lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K21672,"ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K21898,orr; ornithine racemase [EC:5.1.1.12]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K22210,DGLUCY; D-glutamate cyclase [EC:4.2.1.48]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K23120,cntL; histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K23122,cntM; staphylopine/pseudopaline/yersinopine synthase [EC:1.5.1.52 1.5.1.-]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],D-Amino acid metabolism ,K23265,purQ; phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00031,"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00033,"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00036,"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00383,"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00432,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00682,GGCT; gamma-glutamylcyclotransferase [EC:4.3.2.9]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00797,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K01255,"CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K01256,pepN; aminopeptidase N [EC:3.4.11.2]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K01270,pepD; dipeptidase D [EC:3.4.13.-]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K01919,gshA; glutamate--cysteine ligase [EC:6.3.2.2]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K01920,gshB; glutathione synthase [EC:6.3.2.3]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K07160,pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K07232,"CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]"
09100 Metabolism,Metabolism,09106 Metabolism of other amino acids,Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],Glutathione metabolism ,K23124,pxpC; 5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],N-Glycan biosynthesis ,K00721,DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],N-Glycan biosynthesis ,K00729,ALG5; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],N-Glycan biosynthesis ,K00737,"MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ko00510],N-Glycan biosynthesis ,K07441,"ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
